time,temperature,chanceOfRain,windSpeedMph,windDirection,weatherType,weatherTypeDescription
11:00,3,0,30,NE,3,Sunny Intervals
12:00,4,0,29,NE,3,Sunny Intervals
13:00,4,6,28,NE,7,Light Cloud
14:00,4,20,27,NE,7,Light Cloud
15:00,4,27,28,NE,7,Light Cloud
16:00,3,31,29,NE,17,Sleet Showers
17:00,3,22,28,NE,2,Partly Cloudy
18:00,2,16,28,NE,2,Partly Cloudy
19:00,2,15,27,NE,2,Partly Cloudy
20:00,1,15,26,NE,2,Partly Cloudy
21:00,1,16,26,NE,7,Light Cloud
22:00,1,0,26,NE,7,Light Cloud
23:00,1,11,26,NE,7,Light Cloud
00:00,1,0,26,NE,8,Thick Cloud
01:00,1,0,27,NE,8,Thick Cloud
02:00,1,0,27,NE,8,Thick Cloud
03:00,1,0,28,ENE,8,Thick Cloud
04:00,1,0,28,ENE,8,Thick Cloud
05:00,1,0,28,ENE,8,Thick Cloud
