time,temperature,chanceOfRain,windSpeedMph,windDirection,weatherType,weatherTypeDescription
06:00,14,0,16,W,2,Partly Cloudy
07:00,14,0,16,W,0,Clear Sky
08:00,14,0,17,W,3,Sunny Intervals
09:00,15,0,17,W,3,Sunny Intervals
10:00,16,0,17,W,3,Sunny Intervals
11:00,17,0,16,W,3,Sunny Intervals
12:00,17,0,15,WSW,3,Sunny Intervals
13:00,18,0,15,WSW,3,Sunny Intervals
14:00,18,0,14,WSW,3,Sunny Intervals
15:00,18,0,14,WSW,3,Sunny Intervals
16:00,18,0,13,WSW,1,Sunny
17:00,17,0,12,WSW,1,Sunny
18:00,16,0,11,WSW,1,Sunny
19:00,15,0,10,WSW,0,Clear Sky
20:00,15,0,8,W,0,Clear Sky
21:00,14,0,7,W,0,Clear Sky
22:00,13,0,6,WNW,0,Clear Sky
23:00,13,0,6,NW,0,Clear Sky
00:00,13,0,5,NW,0,Clear Sky
01:00,12,0,5,NW,0,Clear Sky
02:00,12,0,6,NW,0,Clear Sky
03:00,12,0,6,NNE,0,Clear Sky
04:00,12,0,6,NNE,0,Clear Sky
05:00,11,18,6,NNW,0,Clear Sky
