time,temperature,chanceOfRain,windSpeedMph,windDirection,weatherType,weatherTypeDescription
06:00,5,0,23,NNE,7,Light Cloud
07:00,5,0,22,NNE,7,Light Cloud
08:00,5,0,22,NNE,7,Light Cloud
09:00,5,0,21,NNE,7,Light Cloud
10:00,6,0,20,NE,7,Light Cloud
11:00,6,0,20,NE,7,Light Cloud
12:00,7,0,19,NE,7,Light Cloud
13:00,7,0,18,NE,7,Light Cloud
14:00,7,0,17,NE,7,Light Cloud
15:00,7,0,16,NE,7,Light Cloud
16:00,6,0,15,NE,7,Light Cloud
17:00,6,0,15,NE,7,Light Cloud
18:00,5,0,14,NE,7,Light Cloud
19:00,5,0,14,NNE,7,Light Cloud
20:00,5,0,13,NNE,7,Light Cloud
21:00,5,0,12,NE,7,Light Cloud
22:00,5,0,11,NNE,7,Light Cloud
23:00,5,0,10,NNE,7,Light Cloud
00:00,4,0,10,NNE,7,Light Cloud
01:00,5,0,9,N,2,Partly Cloudy
02:00,4,0,9,N,2,Partly Cloudy
03:00,4,0,9,N,2,Partly Cloudy
04:00,4,0,9,N,2,Partly Cloudy
05:00,4,0,9,N,2,Partly Cloudy
