time,temperature,chanceOfRain,windSpeedMph,windDirection,weatherType,weatherTypeDescription
16:00,20,8,15,WSW,3,Sunny Intervals
17:00,19,0,15,WSW,3,Sunny Intervals
18:00,19,7,14,WSW,3,Sunny Intervals
19:00,18,0,13,W,3,Sunny Intervals
20:00,17,0,13,NW,2,Partly Cloudy
21:00,17,0,16,NNW,2,Partly Cloudy
22:00,16,0,17,NNW,2,Partly Cloudy
23:00,16,0,17,N,2,Partly Cloudy
00:00,15,0,20,N,2,Partly Cloudy
01:00,15,0,20,N,7,Light Cloud
02:00,15,0,20,N,7,Light Cloud
03:00,15,0,21,NNE,7,Light Cloud
04:00,15,0,21,NNE,7,Light Cloud
05:00,15,0,21,NNE,7,Light Cloud
