time,temperature,chanceOfRain,windSpeedMph,windDirection,weatherType,weatherTypeDescription
06:00,13,0,9,NNW,2,Partly Cloudy
07:00,13,0,11,NNW,3,Sunny Intervals
08:00,14,0,13,NNW,3,Sunny Intervals
09:00,15,0,13,N,3,Sunny Intervals
10:00,17,0,12,N,3,Sunny Intervals
11:00,18,0,14,NNW,3,Sunny Intervals
12:00,18,0,12,NNW,3,Sunny Intervals
13:00,19,0,12,NNW,3,Sunny Intervals
14:00,19,0,14,NW,7,Light Cloud
15:00,19,0,12,NW,7,Light Cloud
16:00,19,0,12,NW,3,Sunny Intervals
17:00,19,0,14,NW,3,Sunny Intervals
18:00,19,0,16,NW,3,Sunny Intervals
19:00,18,0,15,NW,3,Sunny Intervals
20:00,17,0,14,NW,3,Sunny Intervals
21:00,16,0,14,NW,0,Clear Sky
22:00,15,0,13,NW,0,Clear Sky
23:00,14,0,12,NW,0,Clear Sky
00:00,14,0,12,NW,0,Clear Sky
01:00,14,0,11,NW,0,Clear Sky
02:00,13,0,10,NW,2,Partly Cloudy
03:00,13,0,9,NW,2,Partly Cloudy
04:00,13,0,8,NW,2,Partly Cloudy
05:00,13,0,8,NW,2,Partly Cloudy
